Most significant genomic positions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,Diff,,,,Apv,,,,Pk,,,,,,,LeftGene,Distance,Start,End,Strand,Product,RightGene,Distance,Start,End,Strand,Product,AffyLogC Left,,,,,,,AffyLogC Right,,,,,,
1433250,0.0354275846,0.0043385924,0.0111046386,0.0113874098,-0.0248958739,1.40E-12,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1272,-93,1433157,1433297,1,hypothetical protein,-,-,-,-,-,-,-,0.0025093825,0.0130538472,0.0181581857,-0.0110225312,0.0204056773,0.06252691,0.064144784
3862900,0.0354053041,0.0003422041,0.0025677983,0.0106369613,-0.0088002159,1.46E-12,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_3557,827,3863727,3864278,1,hypothetical protein,-,-,-,-,-,-,-,-0.5517327076,-1.4444514042,0.2852497361,-0.1857637584,-0.6393969496,-0.403712025,-0.1340743663
608350,0.0045842585,0.0250325582,0.0041924955,0.0076999516,-0.0014701504,0.9999517222,1.49E-12,1,0.9999999907,1,0,1,0,0,0,SVEN_0533,273,607799,608077,-1,hypothetical protein,-,-,-,-,-,-,-0.1889675701,-0.2649235447,0.0139972889,-0.0217452643,-0.1946741133,-0.1233325574,0.07131629,-,-,-,-,-,-,-
4308075,0.0353312504,-0.0004759394,0.0062477442,0.0231896146,-0.0343713277,1.71E-12,0.9999998111,1,0.0084433928,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_3967,306,4308381,4309130,1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,-,-,-,-,-,-,-,-0.6332441755,-0.6378481491,-0.2758460962,-0.0986621436,0.0866742897,0.0330538129,-0.129639759
2394675,0.0090629016,0.006688069,0.0131648417,0.036396597,-0.0014631472,0.9999517222,0.9999998111,0.2567184193,2.10E-12,1,0,0,0,1,0,SVEN_2225,38,2393618,2394637,-1,putative oxidoreductase YncB,SVEN_2226,68,2394743,2395192,1,"Transcriptional regulator, MarR family",-0.1296184783,0.0972713811,0.3298452829,-0.076326334,-0.0554320655,0.0097272966,0.0271029448,0.0100795996,-0.0316762309,-0.0314135551,-0.0136250154,-0.1430022592,-0.0305693108,0.0460535438
3147425,0.035185827,0.0056631744,0.0050058846,0.0169325269,-0.0055308217,2.32E-12,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t26,-9,3147350,3147434,-1,tRNA-Leu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3546100,0.012576971,0.0248773895,0.0073958297,0.0309810068,-0.0025113718,0.9999517222,2.36E-12,1,5.71E-08,1,0,1,0,1,0,SVEN_3234,98,3545052,3546002,-1,Chalcone or stilbene synthase family protein,SVEN_3235,28,3546128,3547309,1,L-allo-threonine aldolase,-0.0334179814,-0.1161456539,0.2948460449,0.0020336983,-0.2116595013,-0.1259609133,0.1460243059,-0.0804679936,0.4538749447,-0.1917167526,0.252195973,0.3253955739,-0.0125219698,-0.3226344338
7066725,0.0349811504,-0.001289149,0.006718335,0.0068536114,-0.0151941537,3.56E-12,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t67,-28,7066697,7066770,1,tRNA-Pro,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5122650,0.0138703049,0.0246816655,0.0088786012,0.0222903298,0.0012927472,0.9999517222,4.21E-12,1,0.0270412126,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_4759,173,5122823,5124463,1,"Dipeptide-binding ABC transporter, periplasmic substrate-binding component",-,-,-,-,-,-,-,-1.6794182787,0.6836750738,1.8396496888,-1.7067161814,0.1045169328,0.0814739331,0.1264140833
7126775,0.0088876055,0.0227342581,0.0024472849,0.0359729989,0.0007535529,0.9999517222,1.04E-09,1,4.95E-12,1,0,1,0,1,0,SVEN_6524,1477,7125047,7125298,-1,putative Hypothetical protein CBG14603,-,-,-,-,-,-,0.0367596473,-0.2067162086,-1.3374736402,-0.7260288901,0.9416441026,0.7617028918,0.7332108121,-,-,-,-,-,-,-
5239675,0.01422041,0.0244232997,0.0059137623,0.0299353476,-0.0061188304,0.9999517222,8.98E-12,1,3.41E-07,1,0,1,0,1,0,SVEN_4864,49,5239303,5239626,-1,Quaternary ammonium compound-resistance protein sugE,-,-,-,-,-,-,0.1062477426,-0.266545719,-0.0869688436,-0.1409992527,-0.5447939355,-0.08852668,-0.1245555162,-,-,-,-,-,-,-
1977075,0.0344360901,-0.0037241637,0.0009055672,0.0080264473,-0.0240153084,1.10E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1774,-88,1976924,1977163,-1,hypothetical protein,SVEN_1775,213,1977288,1977554,1,2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase II,-0.6437743259,-0.3913195745,0.7359962712,0.3552120721,-0.271490253,-0.1640016308,0.5777691651,0.3516627296,0.7744658026,0.785148948,0.0127630535,-0.0852483398,-0.4822002993,-0.1198869466
1294650,0.0343259544,-0.0004819204,0.0083552157,0.0125978519,-0.014305974,1.37E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t8,5,1294655,1294729,1,tRNA-Val,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5671025,0.0343257646,0.0025888288,0.016059342,0.0252080502,-0.0148301653,1.38E-11,0.9999998111,0.0007725811,0.0005288872,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t62,-32,5670993,5671064,1,tRNA-Gln,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7526850,0.0113889763,0.0122673096,0.0028093102,0.0354003246,0.0013629876,0.9999517222,0.9999998111,1,1.55E-11,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_6882,348,7527198,7528382,1,3-ketoacyl-CoA thiolase @ Acetyl-CoA acetyltransferase,-,-,-,-,-,-,-,-0.082403935,-0.558400991,0.1973500916,-0.1543235004,-0.2429729651,0.0100303086,-0.1344520854
1182875,0.0342662062,-0.0007108759,0.0019359667,0.0119339851,-0.0203312928,1.55E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1041,-98,1181720,1182973,-1,Diaminohydroxyphosphoribosylaminopyrimidine deaminase or 5-amino-6-(5-phosphoribosylamino)uracil reductase,SVEN_1042,463,1183338,1185719,1,Chitodextrinase precursor,-0.5663817228,-2.3156895335,0.2717505417,-0.0190547591,-0.3255430597,-0.4014558043,0.8672601118,0.0099076659,0.0401714632,-0.0367958755,-0.0712946408,-0.04588546,-0.1933163049,-0.0477685666
6967475,0.0341966289,0.00521677,0.0044709632,0.0085540155,-0.0185302908,1.79E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t66,-30,6967445,6967532,1,tRNA-Leu,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5670725,0.0341543829,0.0001990787,0.0178363944,0.0170500674,-0.019216461,1.95E-11,0.9999998111,1.28E-05,0.9999999907,1,1,0,1,0,0,-,-,-,-,-,-,SVEN_t59,-99,5670626,5670697,1,tRNA-Gln,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6147525,0.0341192336,-0.0017648256,0.0031690494,0.0077404996,-0.0147478253,2.09E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5663,39,6146338,6147486,-1,Primosomal protein I,SVEN_5664,538,6148063,6148920,1,hypothetical protein,-0.0321998229,0.0946591665,0.0411858364,0.046662718,0.0846304813,0.0429111098,-0.0047091606,-0.2226017333,0.3086153918,0.7779927055,-0.1395783715,-0.1284121335,-0.0196021385,0.1758563418
5234950,0.0341065673,0.0038027655,0.0057042731,0.0222522106,-0.0272952439,2.15E-11,0.9999998111,1,0.028381727,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t57,-8,5234942,5235018,1,tRNA-Met,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1288500,0.0068509682,0.024060082,0.009007095,0.0098879117,0.0028804322,0.9999517222,2.57E-11,1,0.9999999907,1,0,1,0,0,0,SVEN_1139,75,1288003,1288425,-1,putative membrane protein,SVEN_1140,115,1288615,1289028,1,putative regulator SsgB,0.050394267,0.77267549,0.5518735841,-0.0928699943,-0.0186902507,-0.1033514542,-0.3404729857,1.3934431606,0.345621544,-0.2168660769,-0.6715328204,-0.8401361531,-0.2504868701,0.5334464956
584400,0.0339153884,0.0177275065,0.008676553,0.0270752239,-0.0085215663,3.17E-11,0.0001985598,1,3.36E-05,1,1,0,0,1,0,SVEN_t1,-14,584327,584414,-1,tRNA-Leu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1294525,0.0338677779,0.0022319198,0.0148574872,0.0137159488,-0.0158927046,3.49E-11,0.9999998111,0.009814992,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t6,-94,1294431,1294502,1,tRNA-Val,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3045200,0.0234588289,0.006921481,0.0157489884,0.0349437243,0.0028400474,0.0020229777,0.9999998111,0.0015163009,3.81E-11,1,0,0,0,1,0,SVEN_2776,136,3044801,3045064,-1,Sporulation regulatory protein WhiB,SVEN_2777,590,3045790,3046299,1,hypothetical protein SCE34.17,-0.1753738167,-1.2394297245,0.6251028347,-0.7191582645,-0.4697228785,-0.1454647656,0.5983565211,-0.0093975787,0.3949519034,0.7213206653,-0.4884100108,-0.1382655297,0.1070542936,0.4109528542
4566800,0.0034942341,0.0236715264,-0.0014392372,0.0133617705,0.0013333949,0.9999517222,7.76E-11,1,0.9999999907,1,0,1,0,0,0,SVEN_4222,336,4565763,4566464,-1,hypothetical protein,SVEN_4224,1414,4568214,4569764,1,hypothetical protein,0.0596630482,-0.0206707414,-0.8909496341,-0.148519583,0.4534500317,0.145433369,0.4585599339,-0.4925890594,-0.2913415286,0.3598247755,-0.1442194009,0.0543806193,0.0658588145,0.0601435582
584450,0.0307427837,0.0162265207,0.0086054344,0.0345762669,-0.0053023123,1.44E-08,0.0043271835,1,7.77E-11,1,1,0,0,1,0,SVEN_t1,36,584327,584414,-1,tRNA-Leu,SVEN_0518,173,584623,584778,1,hydrophobic protein,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3973800,0.0334536317,0.0009335891,0.00550814,0.0118645837,-0.0217339024,8.00E-11,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_3656,245,3971780,3973555,-1,Chromosomal replication initiator protein DnaA,-,-,-,-,-,-,-0.63145269,-0.4547778252,0.1791897879,-0.1600652375,-0.1856258655,-0.2079266,-0.2889973963,-,-,-,-,-,-,-
3745125,0.0332532914,0.0008985203,0.0063240043,0.0019077801,-0.0187096067,1.19E-10,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_3428,453,3745578,3746582,1,putative regulatory protein,-,-,-,-,-,-,-,-0.1335715131,-0.0132866071,0.4147784097,0.76543038,0.1799389667,0.0897578798,0.2056664957
4741600,0.0199634668,0.0035405284,0.0081193752,0.0343270114,-0.0108273557,0.2034123789,0.9999998111,1,1.26E-10,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_4393,114,4741714,4742112,1,SSU ribosomal protein S8p,-,-,-,-,-,-,-,-0.2399258925,2.2860454568,1.2505973664,-2.2868677058,0.2052918243,-0.5696981969,0.5015447079
2607075,0.0331386879,0.0025807064,0.0048021141,0.0111397305,-0.014543857,1.49E-10,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t18,39,2607114,2607187,1,tRNA-Gly,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1977050,0.0325469061,-0.0052688042,-0.0005523315,0.0078815389,-0.0207420667,4.76E-10,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1775,238,1977288,1977554,1,2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase II,-,-,-,-,-,-,-,0.3516627296,0.7744658026,0.785148948,0.0127630535,-0.0852483398,-0.4822002993,-0.1198869466
7060650,0.0324477777,0.0076203888,0.0105753813,0.0087337418,-0.0050934981,5.77E-10,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_6469,815,7059584,7059835,-1,hypothetical protein SCF81.12,SVEN_6470,94,7060744,7062756,1,cvnA7,-0.225650987,0.163047606,0.0255791069,-0.0984386576,0.0070011059,0.0183780226,-0.2167685055,-1.1751385491,0.0946138103,-0.4086337396,0.081192819,0.8124520339,0.5963806669,1.1698675715
5670750,0.0321019994,-0.0004028085,0.016226022,0.0161318613,-0.0181278957,1.12E-09,0.9999998111,0.0005351112,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t60,-9,5670741,5670813,1,tRNA-Glu,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4906850,0.0320219497,-0.0004611827,0.0125768139,0.0038391537,-0.0136149983,1.31E-09,0.9999998111,0.7320198371,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4552,58,4906908,4908128,1,N-acyl-L-amino acid amidohydrolase,-,-,-,-,-,-,-,0.1315216985,-2.6293172772,-0.8256146648,0.1952827155,0.3845250538,0.2400621164,0.862602605
639750,0.0320189795,0.0024240137,0.0120162518,0.0091940712,-0.0130561827,1.32E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_0557,99,638149,639651,-1,"cvnA9, rarA",-,-,-,-,-,-,0.0386924581,-1.424519358,-3.5689250688,0.1533981447,0.5580833745,0.3836575248,0.7663697896,-,-,-,-,-,-,-
2384725,0.0128768624,0.0095208838,0.0163966108,0.0330512426,-0.0014427098,0.9999517222,0.9999998111,0.0003660825,1.39E-09,1,0,0,0,1,0,SVEN_2213,64,2382214,2384661,-1,Beta-glucosidase,SVEN_2214,99,2384824,2385414,1,"Transcriptional regulator, TetR family",-0.016325936,-0.0256937505,-0.1468267478,-0.0203589495,-0.0854675022,-0.0804153259,-0.0182609302,-0.1359912133,0.2323715196,0.113179952,0.0108609952,0.0334315525,-0.0522051594,-0.0334048899
3038250,0.0319778773,0.0010625659,0.0011759414,0.0096044862,-0.0077119086,1.42E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2771,373,3036513,3037877,-1,Phosphomannomutase,SVEN_2773,465,3038715,3039170,1,hypothetical protein,-0.3501787825,-0.0593115099,-0.0179417999,-0.0501074229,-0.0306157837,-0.0551213787,0.0993816083,-0.1351403263,0.1311129362,0.1358561574,-0.0829868061,-0.4464687982,-0.187110356,-0.1832676696
3670125,0.0005533933,0.0225758912,0.002618198,0.0166810719,0.0019557425,0.9999517222,1.60E-09,1,0.9999999907,1,0,1,0,0,0,SVEN_3349,2390,3667391,3667735,-1,"WhiB-type transcription regulator, WblA",-,-,-,-,-,-,-0.4794699619,0.1556473361,-0.2081381464,0.8741358443,0.3431371711,0.4434321748,1.0914228484,-,-,-,-,-,-,-
2096900,0.0075454279,0.0225225743,0.0021779988,0.0293162408,-0.0024270297,0.9999517222,1.85E-09,1,9.56E-07,1,0,1,0,1,0,SVEN_1884,37,2096417,2096863,-1,hypothetical protein,SVEN_1885,1,2096901,2097635,1,"Transcriptional regulator, TetR family",0.0571624123,0.0560866989,0.1276436353,-0.0629678957,-0.0844496172,-0.0156742585,0.2478714297,0.3340355752,0.2427290391,0.0888037755,0.266105148,0.2222602248,0.2029124877,0.1623939555
7988075,0.0317431706,0.0098510743,0.0060139559,0.0097105531,0.0006979443,2.22E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_7258,1256,7983709,7986819,-1,"Helicase, SNF2 or RAD54 family",SVEN_7260,189,7988264,7988809,1,hypothetical protein,0.049235845,-0.056824559,0.05225059,0.0262212526,0.1048672281,0.0450138771,-0.1274132577,-0.0666806411,-0.0167966693,0.1550536064,0.2193336107,0.3614434677,0.2160890246,0.063109995
3945125,0.008364768,0.0224198989,0.0013223733,0.0260755167,2.67E-05,0.9999517222,2.44E-09,1,0.0001503561,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_3631,306,3945431,3946897,1,Cell division protein FtsI,-,-,-,-,-,-,-,-0.4911689622,-0.6652006682,0.5920279381,-0.3607083794,-0.0077029905,0.0709130295,0.2902512098
7804125,0.0001878956,0.0224105542,0.0015616493,0.0075914285,-0.000591541,0.9999517222,2.50E-09,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_7116,673,7804798,7805652,1,hypothetical protein,-,-,-,-,-,-,-,-0.1324303116,-0.5238508388,0.3504352446,0.1705755483,-0.0767376707,-0.0407593229,0.1303704006
3481350,0.0068345807,0.0029510514,0.0210578738,0.0099399041,-0.0013530208,0.9999517222,0.9999998111,2.65E-09,0.9999999907,1,0,0,1,0,0,-,-,-,-,-,-,SVEN_3185,126,3481476,3482261,1,putative RNA polymerase ECF-subfamily sigma factor bldN,-,-,-,-,-,-,-,0.0949079939,-1.5137568513,-1.1390140869,0.4155692896,0.2936499572,0.382714207,1.3345287435
6588200,0.0315831837,-0.0005083471,0.0054747597,0.0098202304,-0.0165805639,3.01E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_6054,6,6588206,6590509,1,hypothetical protein,-,-,-,-,-,-,-,0.0764857329,-0.8422623162,-0.6811876234,0.4540216329,0.0938299768,-0.0083785845,0.242229347
5479300,0.0018763136,0.0222544423,0.0021114553,0.0113275741,-0.0012353175,0.9999517222,3.79E-09,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_5090,-73,5479227,5479658,1,putative MerR-family transcriptional regulator,-,-,-,-,-,-,-,0.2359901693,0.1498393801,0.1398893504,0.1826331657,0.1919061808,0.2130672102,0.3194332379
3306225,0.0314483892,0.0019870579,0.0089876916,0.0141175442,-0.0197239142,3.88E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t28,-45,3306197,3306270,-1,tRNA-Ala,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6803300,0.012289697,0.0026153787,0.020922835,0.0108660412,-0.0067015632,0.9999517222,0.9999998111,3.88E-09,0.9999999907,1,0,0,1,0,0,SVEN_6247,140,6802096,6803160,-1,Anthranilate phosphoribosyltransferase,SVEN_6248,3,6803303,6804691,1,"Transcriptional regulator, GntR family domain or Aspartate aminotransferase",0.0660734256,0.1179113764,-0.0426451962,-0.0174372756,0.0332002239,0.0455683691,-0.0563253195,0.0108242649,0.018918806,-0.0093095611,0.036308192,0.0204619187,0.015039378,0.0677730025
3406075,0.008897226,0.0124192842,0.0041236938,0.0324320956,0.0017807642,0.9999517222,0.9999998111,1,4.33E-09,1,0,0,0,1,0,SVEN_3104,123,3405071,3405952,-1,putative hydrolase,-,-,-,-,-,-,-0.1473092466,0.1399240316,-0.0999132875,-0.1668729709,-1.2233282622,-1.2340218777,-0.4856205565,-,-,-,-,-,-,-
1941625,0.0089403961,0.0072414192,0.001314027,0.0324257957,0.0002928834,0.9999517222,0.9999998111,1,4.38E-09,1,0,0,0,1,0,SVEN_1739,1166,1939365,1940459,-1,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,-,-,-,-,-,-,-0.1958404203,0.4843652765,0.1284319308,-0.4245505482,0.0187888932,0.1015217686,0.0324506519,-,-,-,-,-,-,-
2425425,0.0313834941,-0.0016587385,0.0158953679,0.0113288366,-0.0160138681,4.38E-09,0.9999998111,0.001104957,0.9999999907,1,1,0,0,0,0,SVEN_t13,-34,2425384,2425459,-1,tRNA-Asn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5682625,0.0313715689,-0.0007529638,0.0077342357,0.0074904257,-0.0150021634,4.48E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5257,64,5682376,5682561,-1,LSU ribosomal protein L28p,SVEN_5258,213,5682838,5684448,1,Dihydroxyacetone kinase family protein,-0.1432861391,0.3558919479,0.8864433178,-0.9208235988,0.089432689,-0.2124695572,0.8066365636,-0.1660348243,-0.2477039189,-0.1594838685,-0.0443832991,-0.3519671674,-0.0382372521,0.0146075366
5695000,0.0313313304,-0.0024197459,0.0048927206,0.0253855447,-0.0344193816,4.83E-09,0.9999998111,1,0.0004102256,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5272,155,5695155,5698736,1,Chromosome partition protein smc,-,-,-,-,-,-,-,-0.0678104708,0.0933689985,0.0269475465,-0.0832191788,-0.1062916337,0.1056173758,0.2317147078
1433375,0.0312536872,0.0024636919,0.0082280026,0.0082539178,-0.0227311118,5.58E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1273,42,1433417,1434343,1,Ribosomal large subunit pseudouridine synthase A,-,-,-,-,-,-,-,0.1666875368,0.0715588589,0.1385740691,-0.0594763521,-0.0350293738,0.0003117874,-0.0851813215
3961325,0.0309643207,-0.0017298699,0.0102443464,0.0094881314,-0.014418152,9.56E-09,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t35,-13,3961265,3961338,-1,tRNA-Ile,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3745225,0.0309107218,-0.0004575512,0.0027188993,0.0008712837,-0.015023113,1.06E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_3427,-66,3744890,3745291,-1,hypothetical protein,SVEN_3428,353,3745578,3746582,1,putative regulatory protein,0.0179759456,-2.4662976101,-1.8966635307,-0.4028237642,-0.0541487293,0.1918590205,0.7514514197,-0.1335715131,-0.0132866071,0.4147784097,0.76543038,0.1799389667,0.0897578798,0.2056664957
3101350,0.0307719343,0.0023382849,0.0028425325,0.0014470865,-0.0043184022,1.36E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_2825,11,3101361,3101783,1,hypothetical protein,-,-,-,-,-,-,-,0.1499879297,-1.5456367167,-0.2259169606,0.4104668446,-0.5104538126,-0.4124206533,-0.1387304571
2466150,0.0306746725,-0.0002719533,0.0080425798,0.0025248683,-0.0039579681,1.63E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2285,113,2465015,2466037,-1,putative regulatory protein,-,-,-,-,-,-,0.1618191474,-0.0388581291,0.1297608814,0.1766284695,-0.1475639711,-0.046929524,-0.2013866457,-,-,-,-,-,-,-
5386525,0.0304821947,0.0003856144,0.0100110594,0.0121377596,-0.0244858525,2.32E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t58,294,5386160,5386231,-1,tRNA-Arg,SVEN_5004,439,5386964,5387926,1,arginyl tRNA synthetase,-,-,-,-,-,-,-,-0.0151909757,0.0446113748,0.3585677869,-0.1351745841,-0.1880981633,-0.1606103913,0.137545947
5002275,0.0093906271,0.0167450138,0.0052324122,0.0314216749,-0.0030163692,0.9999517222,0.0015367238,1,2.64E-08,1,0,0,0,1,0,SVEN_4643,158,5000981,5002117,-1,transferase,SVEN_4645,1282,5003557,5003796,1,"putative small membrane protein, chpF",0.1845713141,0.0580732162,-0.1456358313,-0.4748565771,-0.8084672784,-0.0146564264,-0.1641882351,0.3103414897,0.1939980417,-1.3751815702,-1.3368120356,-0.6447120236,0.8562461767,1.2347113864
5215400,0.0304065355,-0.0038819149,-0.0011888514,0.0051139088,-0.009869882,2.66E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4842,319,5215719,5216087,1,WhiB-family transcriptional regulator WblC,-,-,-,-,-,-,-,0.4623877693,-0.1720202748,0.6169026338,-0.1855836861,0.389077487,0.1109038872,0.5576744372
1082350,0.0303280022,0.0037329506,0.0181836046,0.0254651734,-0.0146107062,3.07E-08,0.9999998111,5.47E-06,0.0003658353,1,1,0,1,0,0,SVEN_0955,42,1081682,1082308,-1,"Transcriptional regulator, PadR family",-,-,-,-,-,-,-0.3136804366,-0.4073759381,-0.0747834479,-0.3310170682,-0.0300346524,0.1530506625,-0.4068381937,-,-,-,-,-,-,-
3307450,0.0078509193,0.0027313239,0.0123855782,0.0313346477,0.0018767106,0.9999517222,0.9999998111,1,3.08E-08,1,0,0,0,1,0,SVEN_3022,50,3306366,3307400,-1,putative membrane protein,-,-,-,-,-,-,-0.2504152883,-0.9051568222,-0.6984807469,-0.3467781907,-0.3398683227,0.5843323996,0.6168760176,-,-,-,-,-,-,-
4747850,0.030284536,0.0021243581,0.0096885531,0.0171208144,-0.0161112828,3.32E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4403,98,4747948,4748130,1,Translation initiation factor 1,-,-,-,-,-,-,-,-0.0637437036,0.4538355339,0.3270032127,-0.6517733796,0.167075324,-0.146908757,0.2033451354
2484975,0.0302212384,0.0003048087,0.0053298128,0.0068061258,-0.0041381266,3.72E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2302,283,2484477,2484692,-1,hypothetical protein,-,-,-,-,-,-,0.1012715771,-3.2530338809,-0.6234341453,0.0392139859,0.2672193696,0.8076162219,0.7757081584,-,-,-,-,-,-,-
1068000,0.0126179486,0.006233315,0.020100843,0.0272321745,-0.003531188,0.9999517222,0.9999998111,3.79E-08,2.64E-05,1,0,0,1,1,0,SVEN_0938,44,1067216,1067956,-1,hypothetical protein,SVEN_0939,83,1068083,1068745,1,"Transcriptional regulator, TetR family",-0.017206275,-0.0802211484,-0.0812311779,-0.1495909722,-0.104512956,-0.0883306461,-0.0789956676,-0.0683992252,-0.0784150003,0.0663900015,-0.0165975423,-0.0057571505,0.0249637205,0.0471389881
6561450,0.030129339,0.0004824451,0.0082053989,0.0057520431,-0.008575974,4.39E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_6029,111,6559171,6561339,-1,putative helicase,-,-,-,-,-,-,0.1458406642,0.1591443397,0.0585012413,-0.0739704732,-0.0452456384,-0.0391415848,0.1683039672,-,-,-,-,-,-,-
7043100,0.0053121015,0.0213137865,0.0071337546,0.0170660943,0.0001725631,0.9999517222,4.41E-08,1,0.9999999907,1,0,1,0,0,0,SVEN_6457,68,7042211,7043032,-1,hypothetical protein,SVEN_6458,485,7043585,7044577,1,putative peptidase,-0.1699066751,-0.651267857,-0.0761311066,0.6674196923,0.0955351981,0.2129970732,0.0772379486,-0.0699437932,-0.6547762616,0.3477426391,-0.0316130435,0.1212849135,0.1558523524,-0.0846458385
4580300,0.0301214962,0.0019021411,0.0137661167,0.0154261001,-0.0080260528,4.45E-08,0.9999998111,0.0839881848,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4235,98,4580398,4580841,1,putative regulatory protein,-,-,-,-,-,-,-,0.1568515204,-0.2782563535,-0.8364162644,0.7882397726,0.2974095492,0.214719702,0.3628418677
2836350,0.0301079104,0.0055046731,0.007252807,0.0079856735,-0.0179380367,4.56E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_2602,18,2836368,2836994,1,hypothetical protein,-,-,-,-,-,-,-,-0.5263667425,-0.7875298895,0.0413156093,0.0685603717,-0.1067769062,-0.0451296946,-0.1429883273
4180400,0.0300911714,0.0031529429,0.0078523851,0.0173501344,-0.0179163874,4.70E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_3854,127,4180527,4182845,1,putative ATP-dependent RNA helicase,-,-,-,-,-,-,-,0.0031165677,-0.2779125575,3.2819280114,-2.0762685849,0.5480117721,0.1622084836,0.6045943091
